PAW protein_summary_9 results file
written: Sat Jun 20 13:37:25 2020

 	=subtotal(109,B6:B8685)	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	x
6319.0	1	sp|Q96RY7|IF140_HUMAN	 	8.8	1462	165191	Intraflagellar transport protein 140 homolog OS=Homo sapiens (Human) OX=9606 GN=IFT140 PE=1 SV=1	14	14	1.000	4	10	4	10	4.000	10.000	 
6320.0	1	sp|Q96S15|WDR24_HUMAN	 	14.1	790	88206	GATOR complex protein WDR24 OS=Homo sapiens (Human) OX=9606 GN=WDR24 PE=1 SV=2	9	9	1.000	5	4	5	4	5.000	4.000	 
6321.0	1	sp|Q96S38|KS6C1_HUMAN	 	16.2	1066	118681	Ribosomal protein S6 kinase delta-1 OS=Homo sapiens (Human) OX=9606 GN=RPS6KC1 PE=1 SV=2	15	15	1.000	5	10	5	10	5.000	10.000	 
6322.0	1	sp|Q96S44|PRPK_HUMAN	 	23.7	253	28160	EKC/KEOPS complex subunit TP53RK OS=Homo sapiens (Human) OX=9606 GN=TP53RK PE=1 SV=2	19	19	1.000	11	8	11	8	11.000	8.000	 
6323.0	1	sp|Q96S52|PIGS_HUMAN	 	13.2	555	61655	GPI transamidase component PIG-S OS=Homo sapiens (Human) OX=9606 GN=PIGS PE=1 SV=3	22	21	0.955	12	10	11	10	11.550	10.000	sp|P42695|CNDD3_HUMAN, sp|Q96S52|PIGS_HUMAN
6324.0	1	sp|Q96S55|WRIP1_HUMAN	 	22.1	665	72132	ATPase WRNIP1 OS=Homo sapiens (Human) OX=9606 GN=WRNIP1 PE=1 SV=2	28	28	1.000	17	11	17	11	17.000	11.000	 
6325.0	1	sp|Q96S59|RANB9_HUMAN	 	20.0	729	77846	Ran-binding protein 9 OS=Homo sapiens (Human) OX=9606 GN=RANBP9 PE=1 SV=1	23	23	1.000	11	12	11	12	11.000	12.000	 
6326.0	1	sp|Q96S66|CLCC1_HUMAN	 	35.6	551	62022	Chloride channel CLIC-like protein 1 OS=Homo sapiens (Human) OX=9606 GN=CLCC1 PE=1 SV=1	33	33	1.000	14	19	14	19	14.000	19.000	 
6327.0	1	sp|Q96S82|UBL7_HUMAN	 	37.9	380	40510	Ubiquitin-like protein 7 OS=Homo sapiens (Human) OX=9606 GN=UBL7 PE=1 SV=2	22	22	1.000	14	8	14	8	14.000	8.000	 
6328.0	1	sp|Q96S90|LYSM1_HUMAN	 	24.7	227	25003	LysM and putative peptidoglycan-binding domain-containing protein 1 OS=Homo sapiens (Human) OX=9606 GN=LYSMD1 PE=1 SV=1	8	6	0.750	5	3	3	3	4.000	3.000	sp|Q8IV50|LYSM2_HUMAN, sp|Q96S90|LYSM1_HUMAN
6329.0	1	sp|Q96S94|CCNL2_HUMAN	 	13.3	520	58147	Cyclin-L2 OS=Homo sapiens (Human) OX=9606 GN=CCNL2 PE=1 SV=1	12	12	1.000	5	7	5	7	5.000	7.000	 
6330.0	1	sp|Q96S99|PKHF1_HUMAN	 	22.6	279	31194	Pleckstrin homology domain-containing family F member 1 OS=Homo sapiens (Human) OX=9606 GN=PLEKHF1 PE=1 SV=3	6	4	0.667	5	1	3	1	4.200	1.000	sp|Q96S99|PKHF1_HUMAN, sp|Q9H8W4|PKHF2_HUMAN
6331.0	1	sp|Q96SB3|NEB2_HUMAN	 	44.1	817	89333	Neurabin-2 OS=Homo sapiens (Human) OX=9606 GN=PPP1R9B PE=1 SV=3	62	56	0.903	26	36	23	33	26.000	35.538	sp|Q96SB3|NEB2_HUMAN, sp|Q9ULJ8|NEB1_HUMAN
6332.0	1	sp|Q96SB4|SRPK1_HUMAN	 	33.6	655	74324	SRSF protein kinase 1 OS=Homo sapiens (Human) OX=9606 GN=SRPK1 PE=1 SV=2	58	42	0.724	29	29	19	23	23.419	25.875	sp|P78362|SRPK2_HUMAN, sp|Q96SB4|SRPK1_HUMAN
6333.0	1	sp|Q96SB8|SMC6_HUMAN	 	31.1	1091	126324	Structural maintenance of chromosomes protein 6 OS=Homo sapiens (Human) OX=9606 GN=SMC6 PE=1 SV=2	55	55	1.000	23	32	23	32	23.000	32.000	 
6334.0	1	sp|Q96SD1|DCR1C_HUMAN	 	2.7	692	78435	Protein artemis OS=Homo sapiens (Human) OX=9606 GN=DCLRE1C PE=1 SV=2	2	2	1.000	0	2	0	2	0.000	2.000	 
6335.0	1	sp|Q96SI1|KCD15_HUMAN	 	20.8	283	31942	BTB/POZ domain-containing protein KCTD15 OS=Homo sapiens (Human) OX=9606 GN=KCTD15 PE=1 SV=1	14	10	0.714	5	9	3	7	4.500	8.273	sp|Q719H9|KCTD1_HUMAN, sp|Q96SI1|KCD15_HUMAN
6336.0	1	sp|Q96SI9|STRBP_HUMAN	 	35.6	672	73652	Spermatid perinuclear RNA-binding protein OS=Homo sapiens (Human) OX=9606 GN=STRBP PE=1 SV=1	65	27	0.415	31	34	14	13	15.737	14.784	sp|Q12906|ILF3_HUMAN, sp|Q96SI9|STRBP_HUMAN
6337.0	1	sp|Q96SK2|TM209_HUMAN	 	12.8	561	62921	Transmembrane protein 209 OS=Homo sapiens (Human) OX=9606 GN=TMEM209 PE=1 SV=2	18	18	1.000	10	8	10	8	10.000	8.000	 
6338.0	1	sp|Q96SL8|FIZ1_HUMAN	 	6.2	496	51995	Flt3-interacting zinc finger protein 1 OS=Homo sapiens (Human) OX=9606 GN=FIZ1 PE=1 SV=2	3	3	1.000	1	2	1	2	1.000	2.000	 
6339.0	1	sp|Q96SN8|CK5P2_HUMAN	 	28.5	1893	215035	CDK5 regulatory subunit-associated protein 2 OS=Homo sapiens (Human) OX=9606 GN=CDK5RAP2 PE=1 SV=5	66	63	0.955	31	35	30	33	30.682	34.158	sp|Q5VU43|MYOME_HUMAN, sp|Q96SN8|CK5P2_HUMAN
6340.0	1	sp|Q96ST2|IWS1_HUMAN	 	20.5	819	91954	Protein IWS1 homolog OS=Homo sapiens (Human) OX=9606 GN=IWS1 PE=1 SV=2	39	38	0.974	17	22	16	22	16.258	22.000	sp|O00443|P3C2A_HUMAN, sp|Q96EV2|RBM33_HUMAN, sp|Q96ST2|IWS1_HUMAN
6341.0	1	sp|Q96ST3|SIN3A_HUMAN	 	28.9	1273	145173	Paired amphipathic helix protein Sin3a OS=Homo sapiens (Human) OX=9606 GN=SIN3A PE=1 SV=2	77	77	1.000	39	38	39	38	39.000	38.000	 
6342.0	1	sp|Q96ST8|CEP89_HUMAN	 	4.5	783	89589	Centrosomal protein of 89 kDa OS=Homo sapiens (Human) OX=9606 GN=CEP89 PE=1 SV=3	3	3	1.000	0	3	0	3	0.000	3.000	 
6343.0	1	sp|Q96SU4|OSBL9_HUMAN	 	23.4	736	83184	Oxysterol-binding protein-related protein 9 OS=Homo sapiens (Human) OX=9606 GN=OSBPL9 PE=1 SV=2	39	38	0.974	21	18	20	18	20.741	18.000	sp|Q96SU4|OSBL9_HUMAN, sp|Q9BXB5|OSB10_HUMAN
6344.0	1	sp|Q96SW2|CRBN_HUMAN	 	15.4	442	50545	Protein cereblon OS=Homo sapiens (Human) OX=9606 GN=CRBN PE=1 SV=1	9	9	1.000	3	6	3	6	3.000	6.000	 
6345.0	1	sp|Q96SY0|INT14_HUMAN	 	10.4	518	57470	Integrator complex subunit 14 OS=Homo sapiens (Human) OX=9606 GN=INTS14 PE=1 SV=2	7	7	1.000	4	3	4	3	4.000	3.000	 
6346.0	1	sp|Q96SZ5|AEDO_HUMAN	 	28.5	270	29751	2-aminoethanethiol dioxygenase OS=Homo sapiens (Human) OX=9606 GN=ADO PE=1 SV=2	8	8	1.000	5	3	5	3	5.000	3.000	 
6347.0	1	sp|Q96SZ6|CK5P1_HUMAN	 	23.0	601	67688	CDK5 regulatory subunit-associated protein 1 OS=Homo sapiens (Human) OX=9606 GN=CDK5RAP1 PE=1 SV=2	21	21	1.000	9	12	9	12	9.000	12.000	 
6348.0	1	sp|Q96T21|SEBP2_HUMAN	 	17.4	854	95461	Selenocysteine insertion sequence-binding protein 2 OS=Homo sapiens (Human) OX=9606 GN=SECISBP2 PE=1 SV=2	19	19	1.000	10	9	10	9	10.000	9.000	 
6349.0	1	sp|Q96T23|RSF1_HUMAN	 	39.1	1441	163819	Remodeling and spacing factor 1 OS=Homo sapiens (Human) OX=9606 GN=RSF1 PE=1 SV=2	128	128	1.000	61	67	61	67	61.000	67.000	 
6350.0	1	sp|Q96T37|RBM15_HUMAN	 	28.2	977	107187	RNA-binding protein 15 OS=Homo sapiens (Human) OX=9606 GN=RBM15 PE=1 SV=2	60	59	0.983	36	24	35	24	35.795	24.000	sp|Q8NDT2|RB15B_HUMAN, sp|Q96T37|RBM15_HUMAN
6351.0	1	sp|Q96T51|RUFY1_HUMAN	 	43.1	708	79817	RUN and FYVE domain-containing protein 1 OS=Homo sapiens (Human) OX=9606 GN=RUFY1 PE=1 SV=2	72	65	0.903	36	36	34	31	35.500	34.666	REV_P51587, sp|Q7L099|RUFY3_HUMAN, sp|Q8WXA3|RUFY2_HUMAN, sp|Q96T51|RUFY1_HUMAN
6352.0	1	sp|Q96T52|IMP2L_HUMAN	 	16.6	175	19717	Mitochondrial inner membrane protease subunit 2 OS=Homo sapiens (Human) OX=9606 GN=IMMP2L PE=2 SV=1	7	7	1.000	4	3	4	3	4.000	3.000	 
6353.0	1	sp|Q96T58|MINT_HUMAN	 	22.1	3664	402243	Msx2-interacting protein OS=Homo sapiens (Human) OX=9606 GN=SPEN PE=1 SV=1	99	99	1.000	45	54	45	54	45.000	54.000	 
6354.0	1	sp|Q96T60|PNKP_HUMAN	 	32.4	521	57076	Bifunctional polynucleotide phosphatase/kinase OS=Homo sapiens (Human) OX=9606 GN=PNKP PE=1 SV=1	28	28	1.000	12	16	12	16	12.000	16.000	 
6355.0	1	sp|Q96T76|MMS19_HUMAN	 	27.6	1030	113288	MMS19 nucleotide excision repair protein homolog OS=Homo sapiens (Human) OX=9606 GN=MMS19 PE=1 SV=2	52	51	0.981	28	24	28	23	28.000	23.920	 
6356.0	1	sp|Q96T83|SL9A7_HUMAN	 	9.9	725	80130	Sodium/hydrogen exchanger 7 OS=Homo sapiens (Human) OX=9606 GN=SLC9A7 PE=1 SV=1	11	11	1.000	6	5	6	5	6.000	5.000	 
6357.0	1	sp|Q96T88|UHRF1_HUMAN	 	29.6	793	89813	E3 ubiquitin-protein ligase UHRF1 OS=Homo sapiens (Human) OX=9606 GN=UHRF1 PE=1 SV=1	56	56	1.000	24	32	24	32	24.000	32.000	 
6358.0	1	sp|Q96TA1|NIBA2_HUMAN	 	37.1	746	84137	Protein Niban 2 OS=Homo sapiens (Human) OX=9606 GN=NIBAN2 PE=1 SV=3	100	100	1.000	55	45	55	45	55.000	45.000	 
6359.0	1	sp|Q96TA2|YMEL1_HUMAN	 	34.0	773	86454	ATP-dependent zinc metalloprotease YME1L1 OS=Homo sapiens (Human) OX=9606 GN=YME1L1 PE=1 SV=2	54	54	1.000	30	24	30	24	30.000	24.000	 
6360.0	1	sp|Q96TC7|RMD3_HUMAN	 	22.3	470	52118	Regulator of microtubule dynamics protein 3 OS=Homo sapiens (Human) OX=9606 GN=RMDN3 PE=1 SV=2	18	15	0.833	7	11	6	9	7.000	10.800	sp|P0C221|CC175_HUMAN, sp|Q96TC7|RMD3_HUMAN
6361.0	1	sp|Q99081|HTF4_HUMAN	 	4.5	682	72964	Transcription factor 12 OS=Homo sapiens (Human) OX=9606 GN=TCF12 PE=1 SV=1	8	2	0.250	5	3	2	0	5.000	0.000	sp|P15884|ITF2_HUMAN, sp|P15923|TFE2_HUMAN, sp|Q99081|HTF4_HUMAN
6362.0	1	sp|Q99417|MYCBP_HUMAN	 	74.8	103	11967	c-Myc-binding protein OS=Homo sapiens (Human) OX=9606 GN=MYCBP PE=1 SV=3	31	28	0.903	17	14	15	13	16.765	13.929	REV_Q8NF91, sp|Q99417|MYCBP_HUMAN
6363.0	1	sp|Q99418|CYH2_HUMAN	 	20.5	400	46546	Cytohesin-2 OS=Homo sapiens (Human) OX=9606 GN=CYTH2 PE=1 SV=2	11	4	0.364	5	6	1	3	1.833	3.804	sp|O43739|CYH3_HUMAN, sp|Q15438|CYH1_HUMAN, sp|Q99418|CYH2_HUMAN
6364.0	1	sp|Q99424|ACOX2_HUMAN	 	14.2	681	76826	Peroxisomal acyl-coenzyme A oxidase 2 OS=Homo sapiens (Human) OX=9606 GN=ACOX2 PE=1 SV=1	10	10	1.000	6	4	6	4	6.000	4.000	 
6365.0	1	sp|Q99426|TBCB_HUMAN	 	55.3	244	27325	Tubulin-folding cofactor B OS=Homo sapiens (Human) OX=9606 GN=TBCB PE=1 SV=2	38	38	1.000	22	16	22	16	22.000	16.000	 
6366.0	1	sp|Q99436|PSB7_HUMAN	 	43.7	277	29965	Proteasome subunit beta type-7 OS=Homo sapiens (Human) OX=9606 GN=PSMB7 PE=1 SV=1	87	87	1.000	45	42	45	42	45.000	42.000	 
6367.0	1	sp|Q99439|CNN2_HUMAN	 	49.5	309	33697	Calponin-2 OS=Homo sapiens (Human) OX=9606 GN=CNN2 PE=1 SV=4	102	90	0.882	80	22	68	22	76.160	22.000	sp|Q15417|CNN3_HUMAN, sp|Q99439|CNN2_HUMAN
6368.0	1	sp|Q99442|SEC62_HUMAN	 	27.8	399	45861	Translocation protein SEC62 OS=Homo sapiens (Human) OX=9606 GN=SEC62 PE=1 SV=1	42	42	1.000	23	19	23	19	23.000	19.000	 
6369.0	1	sp|Q99447|PCY2_HUMAN	 	36.2	389	43835	Ethanolamine-phosphate cytidylyltransferase OS=Homo sapiens (Human) OX=9606 GN=PCYT2 PE=1 SV=1	32	32	1.000	13	19	13	19	13.000	19.000	 
6370.0	1	sp|Q99459|CDC5L_HUMAN	 	38.0	802	92250	Cell division cycle 5-like protein OS=Homo sapiens (Human) OX=9606 GN=CDC5L PE=1 SV=2	96	96	1.000	38	58	38	58	38.000	58.000	 
6371.0	1	sp|Q99460|PSMD1_HUMAN	 	47.2	953	105835	26S proteasome non-ATPase regulatory subunit 1 OS=Homo sapiens (Human) OX=9606 GN=PSMD1 PE=1 SV=2	296	296	1.000	167	129	167	129	167.000	129.000	 
6372.0	1	sp|Q99466|NOTC4_HUMAN	 	2.5	2003	209620	Neurogenic locus notch homolog protein 4 OS=Homo sapiens (Human) OX=9606 GN=NOTCH4 PE=1 SV=2	3	3	1.000	1	2	1	2	1.000	2.000	 
6373.0	1	sp|Q99470|SDF2_HUMAN	 	43.1	211	23026	Stromal cell-derived factor 2 OS=Homo sapiens (Human) OX=9606 GN=SDF2 PE=1 SV=2	10	10	1.000	9	1	9	1	9.000	1.000	 
6374.0	1	sp|Q99471|PFD5_HUMAN	 	64.9	154	17328	Prefoldin subunit 5 OS=Homo sapiens (Human) OX=9606 GN=PFDN5 PE=1 SV=2	49	49	1.000	39	10	39	10	39.000	10.000	 
6375.0	1	sp|Q99487|PAFA2_HUMAN	 	20.9	392	44035	Platelet-activating factor acetylhydrolase 2, cytoplasmic OS=Homo sapiens (Human) OX=9606 GN=PAFAH2 PE=1 SV=1	11	11	1.000	10	1	10	1	10.000	1.000	 
6376.0	1	sp|Q99496|RING2_HUMAN	 	39.0	336	37655	E3 ubiquitin-protein ligase RING2 OS=Homo sapiens (Human) OX=9606 GN=RNF2 PE=1 SV=1	31	28	0.903	18	13	15	13	17.368	13.000	sp|Q06587|RING1_HUMAN, sp|Q99496|RING2_HUMAN
6377.0	1	sp|Q99497|PARK7_HUMAN	 	81.0	189	19891	Protein/nucleic acid deglycase DJ-1 OS=Homo sapiens (Human) OX=9606 GN=PARK7 PE=1 SV=2	255	255	1.000	164	91	164	91	164.000	91.000	 
6378.0	1	sp|Q99501|GA2L1_HUMAN	 	15.9	681	72716	GAS2-like protein 1 OS=Homo sapiens (Human) OX=9606 GN=GAS2L1 PE=1 SV=2	18	18	1.000	5	13	5	13	5.000	13.000	 
6379.0	1	sp|Q99504|EYA3_HUMAN	 	9.9	573	62662	Eyes absent homolog 3 OS=Homo sapiens (Human) OX=9606 GN=EYA3 PE=1 SV=3	4	4	1.000	0	4	0	4	0.000	4.000	 
6380.0	1	sp|Q99523|SORT_HUMAN	 	15.6	831	92067	Sortilin OS=Homo sapiens (Human) OX=9606 GN=SORT1 PE=1 SV=3	18	18	1.000	6	12	6	12	6.000	12.000	 
6381.0	1	sp|Q99536|VAT1_HUMAN	 	36.9	393	41920	Synaptic vesicle membrane protein VAT-1 homolog OS=Homo sapiens (Human) OX=9606 GN=VAT1 PE=1 SV=2	65	65	1.000	42	23	42	23	42.000	23.000	 
6382.0	1	sp|Q99538|LGMN_HUMAN	 	9.9	433	49411	Legumain OS=Homo sapiens (Human) OX=9606 GN=LGMN PE=1 SV=1	7	7	1.000	2	5	2	5	2.000	5.000	 
6383.0	1	sp|Q99543|DNJC2_HUMAN	 	40.1	621	71996	DnaJ homolog subfamily C member 2 OS=Homo sapiens (Human) OX=9606 GN=DNAJC2 PE=1 SV=4	84	84	1.000	41	43	41	43	41.000	43.000	 
6384.0	1	sp|Q99547|MPH6_HUMAN	 	45.6	160	19024	M-phase phosphoprotein 6 OS=Homo sapiens (Human) OX=9606 GN=MPHOSPH6 PE=1 SV=2	15	15	1.000	6	9	6	9	6.000	9.000	 
6385.0	1	sp|Q99549|MPP8_HUMAN	 	17.4	860	97181	M-phase phosphoprotein 8 OS=Homo sapiens (Human) OX=9606 GN=MPHOSPH8 PE=1 SV=2	28	28	1.000	13	15	13	15	13.000	15.000	 
6386.0	1	sp|Q99550|MPP9_HUMAN	 	12.4	1183	133023	M-phase phosphoprotein 9 OS=Homo sapiens (Human) OX=9606 GN=MPHOSPH9 PE=1 SV=4	15	15	1.000	3	12	3	12	3.000	12.000	 
6387.0	1	sp|Q99567|NUP88_HUMAN	 	32.8	741	83541	Nuclear pore complex protein Nup88 OS=Homo sapiens (Human) OX=9606 GN=NUP88 PE=1 SV=2	48	48	1.000	23	25	23	25	23.000	25.000	 
6388.0	1	sp|Q99569|PKP4_HUMAN	 	6.5	1192	131867	Plakophilin-4 OS=Homo sapiens (Human) OX=9606 GN=PKP4 PE=1 SV=2	13	13	1.000	6	7	6	7	6.000	7.000	 
6389.0	1	sp|Q99570|PI3R4_HUMAN	 	27.0	1358	153102	Phosphoinositide 3-kinase regulatory subunit 4 OS=Homo sapiens (Human) OX=9606 GN=PIK3R4 PE=1 SV=3	45	44	0.978	25	20	25	19	25.000	20.000	REV_P42224, sp|Q99570|PI3R4_HUMAN
6390.0	1	sp|Q99575|POP1_HUMAN	 	36.8	1024	114707	Ribonucleases P/MRP protein subunit POP1 OS=Homo sapiens (Human) OX=9606 GN=POP1 PE=1 SV=2	67	67	1.000	40	27	40	27	40.000	27.000	 
6391.0	1	sp|Q99576|T22D3_HUMAN	 	31.3	134	14810	TSC22 domain family protein 3 OS=Homo sapiens (Human) OX=9606 GN=TSC22D3 PE=1 SV=2	12	6	0.500	5	7	2	4	2.231	4.400	sp|O75157|T22D2_HUMAN, sp|Q15714|T22D1_HUMAN, sp|Q99576|T22D3_HUMAN, sp|Q9Y3Q8|T22D4_HUMAN
6392.0	1	sp|Q99583|MNT_HUMAN	 	4.6	582	62299	Max-binding protein MNT OS=Homo sapiens (Human) OX=9606 GN=MNT PE=1 SV=1	3	2	0.667	3	0	2	0	2.054	0.000	sp|Q99583|MNT_HUMAN, sp|Q9NWH9|SLTM_HUMAN
6393.0	1	sp|Q99584|S10AD_HUMAN	 	49.0	98	11471	Protein S100-A13 OS=Homo sapiens (Human) OX=9606 GN=S100A13 PE=1 SV=1	66	66	1.000	33	33	33	33	33.000	33.000	 
6394.0	1	sp|Q99590|SCAFB_HUMAN	 	21.7	1463	164650	Protein SCAF11 OS=Homo sapiens (Human) OX=9606 GN=SCAF11 PE=1 SV=2	63	61	0.968	30	33	29	32	29.690	32.914	sp|Q99590|SCAFB_HUMAN, sp|Q9H7N4|SFR19_HUMAN
6395.0	1	sp|Q99594|TEAD3_HUMAN	 	5.1	435	48676	Transcriptional enhancer factor TEF-5 OS=Homo sapiens (Human) OX=9606 GN=TEAD3 PE=1 SV=2	7	1	0.143	3	4	0	1	0.000	1.750	sp|P28347|TEAD1_HUMAN, sp|Q99594|TEAD3_HUMAN
6396.0	1	sp|Q99595|TI17A_HUMAN	 	32.7	171	18023	Mitochondrial import inner membrane translocase subunit Tim17-A OS=Homo sapiens (Human) OX=9606 GN=TIMM17A PE=1 SV=1	6	6	1.000	2	4	2	4	2.000	4.000	 
6397.0	1	sp|Q99598|TSNAX_HUMAN	 	69.3	290	33112	Translin-associated protein X OS=Homo sapiens (Human) OX=9606 GN=TSNAX PE=1 SV=1	66	66	1.000	34	32	34	32	34.000	32.000	 
6398.0	1	sp|Q99608|NECD_HUMAN	 	12.8	321	36085	Necdin OS=Homo sapiens (Human) OX=9606 GN=NDN PE=1 SV=1	12	12	1.000	4	8	4	8	4.000	8.000	 
6399.0	1	sp|Q99611|SPS2_HUMAN	 	14.1	448	47305	Selenide, water dikinase 2 OS=Homo sapiens (Human) OX=9606 GN=SEPHS2 PE=1 SV=3	3	3	1.000	2	1	2	1	2.000	1.000	 
6400.0	1	sp|Q99613|EIF3C_HUMAN	 	35.7	913	105343	Eukaryotic translation initiation factor 3 subunit C OS=Homo sapiens (Human) OX=9606 GN=EIF3C PE=1 SV=1	200	200	1.000	120	80	120	80	120.000	80.000	 
6401.0	1	sp|Q99614|TTC1_HUMAN	 	68.8	292	33526	Tetratricopeptide repeat protein 1 OS=Homo sapiens (Human) OX=9606 GN=TTC1 PE=1 SV=1	75	75	1.000	34	41	34	41	34.000	41.000	 
6402.0	1	sp|Q99615|DNJC7_HUMAN	 	57.1	494	56440	DnaJ homolog subfamily C member 7 OS=Homo sapiens (Human) OX=9606 GN=DNAJC7 PE=1 SV=2	187	187	1.000	81	106	81	106	81.000	106.000	 
6403.0	1	sp|Q99618|CDCA3_HUMAN	 	45.1	268	28998	Cell division cycle-associated protein 3 OS=Homo sapiens (Human) OX=9606 GN=CDCA3 PE=1 SV=1	18	18	1.000	9	9	9	9	9.000	9.000	 
6404.0	1	sp|Q99622|C10_HUMAN	 	43.7	126	13178	Protein C10 OS=Homo sapiens (Human) OX=9606 GN=C12orf57 PE=1 SV=1	20	20	1.000	7	13	7	13	7.000	13.000	 
6405.0	1	sp|Q99623|PHB2_HUMAN	 	54.8	299	33296	Prohibitin-2 OS=Homo sapiens (Human) OX=9606 GN=PHB2 PE=1 SV=2	212	212	1.000	134	78	134	78	134.000	78.000	 
6406.0	1	sp|Q99627|CSN8_HUMAN	 	34.9	209	23225	COP9 signalosome complex subunit 8 OS=Homo sapiens (Human) OX=9606 GN=COPS8 PE=1 SV=1	25	25	1.000	14	11	14	11	14.000	11.000	 
6407.0	1	sp|Q99633|PRP18_HUMAN	 	25.7	342	39859	Pre-mRNA-splicing factor 18 OS=Homo sapiens (Human) OX=9606 GN=PRPF18 PE=1 SV=1	13	13	1.000	4	9	4	9	4.000	9.000	 
6408.0	1	sp|Q99638|RAD9A_HUMAN	 	10.0	391	42547	Cell cycle checkpoint control protein RAD9A OS=Homo sapiens (Human) OX=9606 GN=RAD9A PE=1 SV=1	3	3	1.000	1	2	1	2	1.000	2.000	 
6409.0	1	sp|Q99640|PMYT1_HUMAN	 	13.0	499	54521	Membrane-associated tyrosine- and threonine-specific cdc2-inhibitory kinase OS=Homo sapiens (Human) OX=9606 GN=PKMYT1 PE=1 SV=1	7	7	1.000	3	4	3	4	3.000	4.000	 
6410.0	1	sp|Q99643|C560_HUMAN	 	12.4	169	18610	Succinate dehydrogenase cytochrome b560 subunit, mitochondrial OS=Homo sapiens (Human) OX=9606 GN=SDHC PE=1 SV=1	3	3	1.000	3	0	3	0	3.000	0.000	 
6411.0	1	sp|Q99650|OSMR_HUMAN	 	14.6	979	110507	Oncostatin-M-specific receptor subunit beta OS=Homo sapiens (Human) OX=9606 GN=OSMR PE=1 SV=1	25	25	1.000	8	17	8	17	8.000	17.000	 
6412.0	1	sp|Q99653|CHP1_HUMAN	 	76.4	195	22456	Calcineurin B homologous protein 1 OS=Homo sapiens (Human) OX=9606 GN=CHP1 PE=1 SV=3	60	60	1.000	26	34	26	34	26.000	34.000	 
6413.0	1	sp|Q99661|KIF2C_HUMAN	 	40.0	725	81312	Kinesin-like protein KIF2C OS=Homo sapiens (Human) OX=9606 GN=KIF2C PE=1 SV=2	77	67	0.870	43	34	38	29	40.500	31.164	sp|O00139|KIF2A_HUMAN, sp|Q99661|KIF2C_HUMAN
6414.0	1	sp|Q99666|RGPD5_HUMAN	 	35.3	1765	198921	RANBP2-like and GRIP domain-containing protein 5/6 OS=Homo sapiens (Human) OX=9606 GN=RGPD5 PE=1 SV=3	141	7	0.050	78	63	2	5	7.887	19.458	sp|A6NKT7|RGPD3_HUMAN, sp|O14715|RGPD8_HUMAN, sp|P0DJD0|RGPD1_HUMAN, sp|P49792|RBP2_HUMAN, sp|Q05823|RN5A_HUMAN, sp|Q7Z3J3|RGPD4_HUMAN, sp|Q8IWJ2|GCC2_HUMAN, sp|Q99666|RGPD5_HUMAN
6415.0	1	sp|Q99675|CGRF1_HUMAN	 	12.7	332	38241	Cell growth regulator with RING finger domain protein 1 OS=Homo sapiens (Human) OX=9606 GN=CGRRF1 PE=1 SV=1	4	4	1.000	2	2	2	2	2.000	2.000	 
6416.0	1	sp|Q99683|M3K5_HUMAN	 	6.3	1374	154535	Mitogen-activated protein kinase kinase kinase 5 OS=Homo sapiens (Human) OX=9606 GN=MAP3K5 PE=1 SV=1	13	13	1.000	3	10	3	10	3.000	10.000	 
6417.0	1	sp|Q99698|LYST_HUMAN	 	5.2	3801	429134	Lysosomal-trafficking regulator OS=Homo sapiens (Human) OX=9606 GN=LYST PE=1 SV=3	19	19	1.000	5	14	5	14	5.000	14.000	 
6418.0	1	sp|Q99700|ATX2_HUMAN	 	20.6	1313	140281	Ataxin-2 OS=Homo sapiens (Human) OX=9606 GN=ATXN2 PE=1 SV=2	66	58	0.879	36	30	28	30	30.263	30.000	sp|Q8WWM7|ATX2L_HUMAN, sp|Q99700|ATX2_HUMAN
6419.0	1	sp|Q99707|METH_HUMAN	 	28.1	1265	140526	Methionine synthase OS=Homo sapiens (Human) OX=9606 GN=MTR PE=1 SV=2	52	51	0.981	28	24	27	24	28.000	24.000	sp|Q5H9R4|ARMX4_HUMAN, sp|Q99707|METH_HUMAN
6420.0	1	sp|Q99708|CTIP_HUMAN	 	3.1	897	101941	DNA endonuclease RBBP8 OS=Homo sapiens (Human) OX=9606 GN=RBBP8 PE=1 SV=2	3	3	1.000	1	2	1	2	1.000	2.000	 
6421.0	1	sp|Q99714|HCD2_HUMAN	 	56.7	261	26923	3-hydroxyacyl-CoA dehydrogenase type-2 OS=Homo sapiens (Human) OX=9606 GN=HSD17B10 PE=1 SV=3	68	68	1.000	41	27	41	27	41.000	27.000	 
6422.0	1	sp|Q99715|COCA1_HUMAN	 	4.0	3063	333143	Collagen alpha-1(XII) chain OS=Homo sapiens (Human) OX=9606 GN=COL12A1 PE=1 SV=2	14	14	1.000	2	12	2	12	2.000	12.000	 
6423.0	1	sp|Q99717|SMAD5_HUMAN	 	10.1	465	52258	Mothers against decapentaplegic homolog 5 OS=Homo sapiens (Human) OX=9606 GN=SMAD5 PE=1 SV=1	9	9	1.000	5	4	5	4	5.000	4.000	 
6424.0	1	sp|Q99719|SEPT5_HUMAN	 	19.8	369	42777	Septin-5 OS=Homo sapiens (Human) OX=9606 GN=SEPTIN5 PE=1 SV=1	8	8	1.000	2	6	2	6	2.000	6.000	 
